,Object_ID,Image_URL,Title,Object_Name,Medium,Classification,Department,Culture,Period,Object_Date,Target
147,201041,https://images.metmuseum.org/CRDImages/es/web-large/150782.jpg,Cup (part of a service),Cup,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,1750–60,0
148,478676,https://images.metmuseum.org/CRDImages/md/web-large/cop0397s1.jpg,Bowl,Bowl,Earthenware,Ceramics,Medieval Art,Coptic,,4th–7th century,0
149,208260,https://images.metmuseum.org/CRDImages/es/web-large/DP23015.jpg,Plate,Plate,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1745–50,0
150,238827,https://images.metmuseum.org/CRDImages/es/web-large/47331.jpg,Teacup (one of a pair),Teacup,Pottery,Ceramics-Pottery,European Sculpture and Decorative Arts,,,1820–30,0
151,203466,https://images.metmuseum.org/CRDImages/es/web-large/DP-300-030.jpg,Girl gardener,Toy,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1760,0
152,478441,https://images.metmuseum.org/CRDImages/md/web-large/cop0248.jpg,Bowl,Bowl,"Earthenware, slip decoration",Ceramics,Medieval Art,Coptic,,4th–7th century,0
153,231051,https://images.metmuseum.org/CRDImages/es/web-large/LC-2004_361_3-Aug_2019_cond1.jpg,Pair of seated figures with globes,Figures,Soft-paste porcelain painted with colored enamels over tin glaze; gilt bronze,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1735,0
154,447035,https://images.metmuseum.org/CRDImages/is/web-large/sf17-194-1812.jpg,Lamp,Lamp,Earthenware; molded,Ceramics,Islamic Art,,,3rd–7th century,0
155,187812,https://images.metmuseum.org/CRDImages/es/web-large/25296.jpg,Chocolate pot (part of a set),Chocolate pot,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1740–50,0
156,468525,https://images.metmuseum.org/CRDImages/cl/web-large/DP252629.jpg,Pharmacy Jar,Pharmacy jar,Tin-glazed earthenware,Ceramics,The Cloisters,Spanish,,second half 15th century,0
157,60754,https://images.metmuseum.org/CRDImages/as/web-large/1988_130ab_O1.jpg,Cricket box,Cricket box,Earthenware,Cricket cages,Asian Art,China,Qing dynasty (1644–1911),late 19th–early 20th century,0
159,47688,https://images.metmuseum.org/CRDImages/as/web-large/28184.jpg,Vase,Vase,Porcelain painted in underglaze blue,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",late 17th–early 18th century,0
160,191213,https://images.metmuseum.org/CRDImages/es/web-large/6842.jpg,Vase,Vase,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,early 18th century,0
161,42423,https://images.metmuseum.org/CRDImages/as/web-large/DP325001.jpg,Box for seal paste,Box,Porcelain with peach-bloom glaze (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi mark and period (1662–1722)",1713–22,0
162,447176,https://images.metmuseum.org/CRDImages/is/web-large/LC-20_120_87-view2.jpg,Ewer,Ewer,Stonepaste; luster-painted,Ceramics,Islamic Art,,,12th–13th century,0
163,314699,https://images.metmuseum.org/CRDImages/ao/web-large/1983.546.24_a.jpg,Figure Bottle,Bottle,"Ceramic, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Vicús,,1st–3rd century,0
164,197554,https://images.metmuseum.org/CRDImages/es/web-large/99631.jpg,Tea caddy,Tea caddy,Salt-glazed stoneware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,dated 1769,0
165,822310,https://images.metmuseum.org/CRDImages/es/web-large/DP22534.jpg,Plate (part of a set),Plate,Lustreware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1810,0
166,318617,https://images.metmuseum.org/CRDImages/ao/web-large/DP227393.jpg,Runners Bottle,Bottle,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Moche,,4th–7th century,0
167,52643,https://images.metmuseum.org/CRDImages/as/web-large/50_145_313_O1_sf.jpg,Bulb Bowl,Bulb bowl,Pottery (Jun ware),Ceramics,Asian Art,China,Song dynasty (960–1279),,0
168,560879,https://images.metmuseum.org/CRDImages/eg/web-large/15.2.61-acc.jpg,Funerary Cone of the King's Son of Kush Merymose,"Cone, circular stamp, Merymose, king's son, Kush",Pottery,,Egyptian Art,,New Kingdom,ca. 1550–1295 B.C.,0
169,47176,https://images.metmuseum.org/CRDImages/as/web-large/29965.jpg,Incense Burner,Incense burner,"Clay, very finely crackled glaze and decorated in enamels and gold (Satsuma ware)",Ceramics,Asian Art,Japan,Edo period (1615–1868),1800,0
170,207323,https://images.metmuseum.org/CRDImages/es/web-large/ES4571.jpg,Seamstress,Figure,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1750,0
171,2962,https://images.metmuseum.org/CRDImages/ad/web-large/12_21_7-001.jpg,Cup Plate,Cup plate,"Earthenware, transfer-printed",,The American Wing,British (American market),,ca. 1841–ca. 1846,0
172,196554,https://images.metmuseum.org/CRDImages/es/web-large/DP-23634-021.jpg,Dish,Dish,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,late 17th–early 18th century,0
174,308385,https://images.metmuseum.org/CRDImages/ao/web-large/63.112.7.JPG,Stirrup spout bottle with fox warrior figure,Bottle,"Ceramic, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Moche,,4th–6th century,0
175,50183,https://images.metmuseum.org/CRDImages/as/web-large/DP220283.jpg,Dish with Birds on a Pine,Dish,"Porcelain with underglaze blue (Hizen ware, early Imari type)",Ceramics,Asian Art,Japan,Edo period (1615–1868),ca. 1624–43,0
176,58739,https://images.metmuseum.org/CRDImages/as/web-large/29_100_834_O3.JPG,Case (Inrō) with Design of Standing Cranes (obverse); Tortoises beside Stones (reverse),Inrō,"Ceramic, white ceramic ground, gold, black and red takamakie, nashiji; Interior: nashiji and fundame",Inrō,Asian Art,Japan,Meiji period (1868–1912),19th century,0
178,446447,https://images.metmuseum.org/CRDImages/is/web-large/sf13-190-170a.jpg,Fragment,Fragment,Stonepaste; underglaze painted,Ceramics,Islamic Art,,,13th–15th century,0
179,322728,https://images.metmuseum.org/CRDImages/an/web-large/DP-14245-002.jpg,Bowl,Bowl,Ceramic,,Ancient Near Eastern Art,Sasanian,Sasanian,ca. 3rd–7th century A.D.,0
180,63041,https://images.metmuseum.org/CRDImages/as/web-large/DP-10807-110.jpg,Small Dish with Cherry Blossoms in Bamboo Baskets,Dish,"Porcelain painted with cobalt blue under and red enamel over a transparent glaze (Hizen ware, Nabeshima type)",Ceramics,Asian Art,Japan,Edo period (1615–1868),1690–1720,0
181,322838,https://images.metmuseum.org/CRDImages/an/web-large/sf32-150-452b.jpg,Sherd,Sherd,Ceramic,,Ancient Near Eastern Art,Sasanian or Islamic,Sasanian–early Islamic,ca. 6th–8th century A.D.,0
182,555076,https://images.metmuseum.org/CRDImages/eg/web-large/30-6-57.jpg,Funerary Cone,Cone,Pottery,,Egyptian Art,,New Kingdom,ca. 1550–1295 B.C.,0
183,52708,https://images.metmuseum.org/CRDImages/as/web-large/24_80_210_56787.jpg,Teapot,Teapot,Porcelain,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,0
184,552019,https://images.metmuseum.org/CRDImages/eg/web-large/02.4.36_EGDP010289.jpg,Jar,Jar,Pottery,,Egyptian Art,,Early Dynastic Period,ca. 3100–2649 B.C.,0
185,62593,https://images.metmuseum.org/CRDImages/as/web-large/91_1_337_O.JPG,Teabowl,Teabowl,Clay covered with a streaked glaze (Raku type),Ceramics,Asian Art,Japan,Edo (1615–1868) or Meiji period (1868–1912),19th century,0
186,557589,https://images.metmuseum.org/CRDImages/eg/web-large/32.2.35_EGDP011566.jpg,Bowl,"Bowl, rough red pottery",Pottery,,Egyptian Art,,"Predynastic, Late Naqada l–Naqada II",ca. 4500–4000 B.C.,0
187,200825,https://images.metmuseum.org/CRDImages/es/web-large/ES7696.jpg,Tray,Tray,Tin-glazed soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1740–50,0
188,454742,https://images.metmuseum.org/CRDImages/is/web-large/sf17-194-1814.jpg,Lamp,Lamp,Earthenware; molded,Ceramics,Islamic Art,,,5th–6th century,0
189,444472,https://images.metmuseum.org/CRDImages/is/web-large/sf91-1-125b.jpg,Bowl,Bowl,Stonepaste; glazed,Ceramics,Islamic Art,,,first half 18th century,0
190,465822,https://images.metmuseum.org/CRDImages/md/web-large/sf17-193-94s1.jpg,Necklace,Necklace,"Glass, shell, glazed earthenware (faience)",Glass-Beads,Medieval Art,Frankish,,5th–7th century,0
191,46843,https://images.metmuseum.org/CRDImages/as/web-large/91_1_210.JPG,Cup,Cup,Porcelain (Kyoto ware),Ceramics,Asian Art,Japan,Edo (1615–1868) or Meiji period (1868–1912),19th century,0
192,669091,https://images.metmuseum.org/CRDImages/ad/web-large/DP704301.jpg,Redware platter,Platter,Redware,,The American Wing,American,,ca. 1800–1850,0
193,559177,https://images.metmuseum.org/CRDImages/eg/web-large/12.180.400.jpg,Mold for a Nefer Bead,"Mold, bead, nefer ?",Pottery,,Egyptian Art,,New Kingdom,ca. 1390–1353 B.C.,0
194,318640,https://images.metmuseum.org/CRDImages/ao/web-large/1980.83.4.jpg,Ceramic Animal Whistle,Whistle,Ceramic,Ceramics-Musical Instruments,The Michael C. Rockefeller Wing,Bahia,,5th century B.C.–A.D. 4th century,0
195,237237,https://images.metmuseum.org/CRDImages/es/web-large/ES3651.jpg,Spoon,Spoon,"Glazed brown earthenware, silver",Ceramics-Pottery,European Sculpture and Decorative Arts,,,1879–82,0
196,452682,https://images.metmuseum.org/CRDImages/is/web-large/sf1974-370-12.jpg,Architectural Boss,Boss,"Stonepaste; molded, carved, and glazed",Ceramics-Tiles,Islamic Art,,,13th century,0
198,203316,https://images.metmuseum.org/CRDImages/es/web-large/LC-64_101_432ab-002.jpg,Miniature tureen in the form of a duck (one of a pair),Tureen,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1752,0
199,9318,https://images.metmuseum.org/CRDImages/ad/web-large/DT7937.jpg,Vase,Vase,Earthenware,,The American Wing,American,,1878,0
200,208414,https://images.metmuseum.org/CRDImages/es/web-large/SF1995_268_227.jpg,Sauceboat,Sauceboat,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1750–55,0
202,187698,https://images.metmuseum.org/CRDImages/es/web-large/92126.jpg,Teapot,Teapot,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,19th century,0
203,323238,https://images.metmuseum.org/CRDImages/an/web-large/vs36_30_48.jpg,Sherds,Sherds,Ceramic,,Ancient Near Eastern Art,Iran,,ca. 4th–1st century B.C.,0
204,47345,https://images.metmuseum.org/CRDImages/as/web-large/79_2_537ab_O4_sf.jpg,Covered jar with floral pattern,Covered jar,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",late 18th century,0
205,208402,https://images.metmuseum.org/CRDImages/es/web-large/260347.jpg,Teapot,Teapot,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,ca. 1760,0
206,555887,https://images.metmuseum.org/CRDImages/eg/web-large/22-3-368.jpg,Inscribed Pot Fragment,Jar label,"Pottery, whitewash, ink",,Egyptian Art,,Second Intermediate Period–Early New Kingdom,ca. 1580–1479 B.C.,0
207,44337,https://images.metmuseum.org/CRDImages/as/web-large/1994_605_36_L35759.jpg,Dog,Tomb figure,Earthenware with traces of pigment,Tomb Pottery,Asian Art,China,Northern Wei dynasty (386–534),5th–6th century,0
208,52812,https://images.metmuseum.org/CRDImages/as/web-large/49234.jpg,Beaker,Beaker,Porcelain,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,0
210,308943,https://images.metmuseum.org/CRDImages/ao/web-large/vs64_228_432.jpg,Pod-Shaped Whistle,Whistle,"Ceramic, pigment",Ceramics-Musical Instruments,The Michael C. Rockefeller Wing,Peru; north or central coast (?),,A.D. 300–1000,0
211,46143,https://images.metmuseum.org/CRDImages/as/web-large/20810.jpg,Vase with floral scrolls,Vase,Soft paste porcelain with relief decoration (Jingdezhen ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),18th century,0
212,206476,https://images.metmuseum.org/CRDImages/es/web-large/ES6205.jpg,Liqueur bottle cooler (seau à liqueur) (part of a service),Liqueur bottle cooler,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1771,0
213,327055,https://images.metmuseum.org/CRDImages/an/web-large/vs1985_61_7.jpg,Sherd,Sherd,Ceramic,,Ancient Near Eastern Art,,Middle Bronze Age,ca. 18th–17th century B.C.,0
214,447836,https://images.metmuseum.org/CRDImages/is/web-large/sf26-3-209.jpg,Lamp,Lamp,Earthenware; molded,Ceramics,Islamic Art,,,3rd–7th century,0
216,316877,https://images.metmuseum.org/CRDImages/ao/web-large/1994.35.52.JPG,Miniature Cup,Cup,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Teotihuacan,,3rd–8th century,0
217,444890,https://images.metmuseum.org/CRDImages/is/web-large/sf02-5-54b.jpg,Dish,Dish,Stonepaste; painted and glazed,Ceramics,Islamic Art,,,late 16th century,0
219,194977,https://images.metmuseum.org/CRDImages/es/web-large/DP-20146-001.jpg,Chinese musician,Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1763–74,0
220,51067,https://images.metmuseum.org/CRDImages/as/web-large/LC-42_198-001.jpg,Vase,Vase,Porcelaneous stoneware (Ge ware),Ceramics,Asian Art,China,Song dynasty (960–1279),,0
221,313259,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.1066.jpg,Bowl,Bowl,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Veracruz,,4th century,0
222,308359,https://images.metmuseum.org/CRDImages/ao/web-large/62.266.68_a.jpg,Double-Spout Bottle: Felines,Bottle,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Paracas,,3rd–2nd century B.C.,0
223,313058,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.1194_a.JPG,Roller Stamp,Stamp,Ceramic,Ceramics-Implements,The Michael C. Rockefeller Wing,Atlantic Watershed,,5th–6th century,0
225,6396,https://images.metmuseum.org/CRDImages/ad/web-large/DP260591.jpg,Plate,Plate,Earthenware,,The American Wing,British,,1750–75,0
226,205233,https://images.metmuseum.org/CRDImages/es/web-large/SF1970_212_6.jpg,Plate,Plate,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,ca. 1765,0
227,46302,https://images.metmuseum.org/CRDImages/as/web-large/1971_180_230_O1_sf.jpg,Dish with flowers,Dish,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),late 18th century,0
228,308579,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.78_a.jpg,Double Spout Bottle,Bottle,"Ceramic, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Nasca-Wari,,1st–6th century,0
229,50180,https://images.metmuseum.org/CRDImages/as/web-large/DP220705.jpg,One from a set of Six Side Dishes (Mukōzuke) for Tea Gathering Meal (Cha-kaiseki),Cup,"Stoneware with iron underglaze and copper‑green overglaze (Mino ware, Oribe Yashichida type)",Ceramics,Asian Art,Japan,Momoyama period (1573–1615),early 17th century,0
230,445340,https://images.metmuseum.org/CRDImages/is/web-large/sf08-184-56a.jpg,Fragment,Fragment,Earthenware; opaque turquoise glaze,Ceramics,Islamic Art,,,13th–14th century,0
231,204644,https://images.metmuseum.org/CRDImages/es/web-large/DP151183.jpg,Standing cup with cover and stand,Standing cup with cover and stand,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1735,0
232,48750,https://images.metmuseum.org/CRDImages/as/web-large/DP-17416-001.jpg,Large Jar,Jar,Pottery decorated in polychrome enamels (Agano ware),Ceramics,Asian Art,Japan,Edo (1615–1868) or Meiji period (1868–1912),early 19th century,0
233,9197,https://images.metmuseum.org/CRDImages/ad/web-large/DP250584.jpg,Vase,Vase,Earthenware,,The American Wing,Mexican,,ca. 1700,0
234,450765,https://images.metmuseum.org/CRDImages/is/web-large/DP262929.jpg,Master Model,Master model,"Earthenware; gritty white body, unglazed",Ceramics,Islamic Art,,,11th century,0
235,450240,https://images.metmuseum.org/CRDImages/is/web-large/wb-40.170.575.JPG,Fragment of a Bowl,Fragment of a bowl,Earthenware; white slip with black slip decoration under transparent glaze,Ceramics,Islamic Art,,,10th century,0
236,201962,https://images.metmuseum.org/CRDImages/es/web-large/163093.jpg,Pair of vases with covers,Vases with covers,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1820–40,0
237,324338,https://images.metmuseum.org/CRDImages/an/web-large/DP-16190-001.jpg,Apkallu figure: male with a fish-skin hood,Sculpture,Ceramic,,Ancient Near Eastern Art,Assyrian,Neo-Assyrian,ca. 9th–8th century B.C.,0
238,319208,https://images.metmuseum.org/CRDImages/ao/web-large/DT263544.jpg,Storage Jar,Jar,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,San Ildefonso Pueblo,,1904–1905,0
240,448975,https://images.metmuseum.org/CRDImages/is/web-large/sf33-175-61a.jpg,Jar,Jar,Earthenware; glazed,Ceramics,Islamic Art,,,8th–9th century,0
241,310368,https://images.metmuseum.org/CRDImages/ao/web-large/DP231464.jpg,Memorial Head (Ntiri),Head,Terracotta,Ceramics-Sculpture,The Michael C. Rockefeller Wing,Akan peoples,,17th century (?),0
242,199293,https://images.metmuseum.org/CRDImages/es/web-large/SF42_205_281.jpg,Plate,Plate,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1770,0
243,695428,https://images.metmuseum.org/CRDImages/md/web-large/28.99.457.jpg,Fragment,Fragment,"Glass, ceramic",Glass-Vessels,Medieval Art,European or Middle Eastern,,ca. 1150–ca. 1250,0
244,450326,https://images.metmuseum.org/CRDImages/is/web-large/wb-170.666.JPG,Architectural Ornament,Architectural ornament,Earthenware; carved and painted,Ceramics,Islamic Art,,,11th century,0
245,208449,https://images.metmuseum.org/CRDImages/es/web-large/SF1995_268_274ab_img1.jpg,Bowl with cover,Bowl with cover,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1720–25,0
246,199065,https://images.metmuseum.org/CRDImages/es/web-large/DP-15624-081.jpg,Boy with bagpipes,Figure,Lead-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1770–80,0
247,48805,https://images.metmuseum.org/CRDImages/as/web-large/23_225_243ab_S5_sf.jpg,Wine pot,Wine pot,Faience decorated in enamels in relief (Kyoto ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),1780,0
